id,token_id,nft_name,image_url,slug,last_sale_total_price,rarity,predicted_price
33219720,8957,Woman #8957,https://lh3.googleusercontent.com/duEMe1Vt_RDl7tPigR5fhzHnJbSlxGLZXH0pg8NFkQZ3iuCHuxMrn-BYl-0p8Qse-NjkyRTwguRfq9nEjSfJsUs_Mj6XqDdywmiXVQ,world-of-women-nft,1.67,83992.74310625783,1.840980993068799
33208320,4653,Woman #4653,https://lh3.googleusercontent.com/NAx3RL9PI36ed88EYFTbG19cF8kKCPO3cbx8VOoOHk0mo5jEJnxgzkiTfZ-ptM1wlDVXZ1NxfeWwOboaJ_b1a2gRl0pK6hNADmNMyA,world-of-women-nft,2.55,163715.51142625324,2.235977583620089
33199320,2586,Woman #2586,https://lh3.googleusercontent.com/wr6k3QZhPxRQ9qFEeu0ytp_uEEJSz7wAcVpMK6QMod4sIorikdtlmxm6gOXeYFp3r2a7H12xxGROoJy31CXjHJHzyImvwQR6S4BW,world-of-women-nft,2.179,119523.2044671568,2.017021180759439
33208321,4654,Woman #4654,https://lh3.googleusercontent.com/ooCZpJCjv0q3VVML2laa4zQ7rMQPhJ4ewejkvUJVRRzIIEnOBz186_6UpS4AmWz04nhWABBEdpXa-ihd8qWuwAh8NSeQslreEel5XQ,world-of-women-nft,4.27,550061.5480802165,4.150178137203271
33202921,3536,Woman #3536,https://lh3.googleusercontent.com/g3MTpYekciet7mdQTX6jDD91mIBVMmabhEbYOiJo2pWcCRFhrrzMOhOn8W2F1WGF5JxSuHtUOqW4Ol8E1u0gOSdXNEhxRImRQXm4,world-of-women-nft,2.8,236333.61727798023,2.5957732207784954
33198242,2285,Woman #2285,https://lh3.googleusercontent.com/tDW06yvBA2BhaC656NcIJLwHXswYk6ZLY_0W6nM9kU1PhPiU71Tvegj-Owww4WlGVDQqZe-Q3DB48UMeNz6Bwo5NjIrCm_crwvYvFM0,world-of-women-nft,1.69,86012.29719826818,1.8509871305573529
33128522,667,Woman #667,https://lh3.googleusercontent.com/MITbsdAUfH_pDvwGOykKVykMJuNY9eo3px2TC53KuKV_eR1qvzFiw3B9q04itpqvJ-Z-htSRtpy1iQBPwI05LayXa8b-1KDpuovEiA,world-of-women-nft,1.6,64414.43714793753,1.7439777872685949
33207364,4457,Woman #4457,https://lh3.googleusercontent.com/yHRNGivZnxMeE9iaJfKB2LATsD52cTEJNBOgmlzf3Kg9NnS5AR9xjHiJjSztZaAkbleOMZllJ9jhB3YddAzfpZMqrWLFjSXfQXnP9A,world-of-women-nft,2.3,133085.9518681819,2.084219536948102
33209764,4972,Woman #4972,https://lh3.googleusercontent.com/cQotMCPLQo4pEN9GtkRE5qFkhOfH3zUwGcJZoJA-3QO8e5nOF2r5__dr9oj4caELTUToUMdcw4UTPrVz4xldceBWBayB0FhT0Zz-QA,world-of-women-nft,1.5,56620.37955910888,1.7053611381102194
33210125,5048,Woman #5048,https://lh3.googleusercontent.com/hSDzMvT5Ew9jwyuRmDaoC_rXREWxNYzktSEKNgBzjRj7o2ioRN3bwSAA6gQGqyTRNuNVc7Fd_rgvoRBDNrZMOrXw4PNwo9L9_b6lIJM,world-of-women-nft,3.5,308883.9116402945,2.9552328772919414
33211685,5394,Woman #5394,https://lh3.googleusercontent.com/QEoNQ8wbVWeThC3S4UdgJuSMKQupPZ7OD2JZkxtpUU194WBuvgQ8T20Mqu5Nt3EjL7vTqFdy-X2gTZUpp779wke98TrvWOVUh5Y03A,world-of-women-nft,2.1,111093.93225302023,1.975257279987098
33194886,1545,Woman #1545,https://lh3.googleusercontent.com/FWj4aBRoqw8xlhnY0PWTZ5X2Jp-r4SSonK0SYBGLnaaEUUl-d2q3JOVkB6cBAMgd_lz7SFK7ffW2X38eHZmcc2j4ZLTZdN1j4OfP7A,world-of-women-nft,2.65,247127.03009523472,2.649250556714895
33207726,4503,Woman #4503,https://lh3.googleusercontent.com/TqKNIypRJ21Ybdzh0lWnlgNohl8MJ7_VIe6dMT_RFlGHhNVq1V1zcx7tMOuU0cL3mRXj64pY_J0moS4BD4bexTnk9tJ6qze0Jke378o,world-of-women-nft,2.492,218086.9077551516,2.5053675787996865
33208927,4786,Woman #4786,https://lh3.googleusercontent.com/lQ7-LoBEcBmpo9XYgbqWCK3IPsnj_QkzJwUGwpMEXJI76h2u_4II7k0Ct8AxxaCb3cRBfhQT-Uq5koj3Nwg6aHh0FirYRTEu-COwzQ,world-of-women-nft,3.0,226237.89261756744,2.5457526695101143
33208447,4680,Woman #4680,https://lh3.googleusercontent.com/Wo94tyzC2qkOlVieVAmeEsN378nYaAkyLjoEqPI6LQ2sYz7_HWXG_kfGtBUxtgQuedD0ie1iIryPiw6RK4PWbg9tKcLQVMlF-I89ztQ,world-of-women-nft,1.9,90740.39905258337,1.8744131122635768
